class_folder,class_name,filename,severity_ratio,severity_percent,grade,leaf_pixels,disease_pixels
Tomato___Late_blight,Late Blight,373403cf-6ba1-441e-bd8a-590578b67ba7___GHLB_PS Leaf 1 Day 16_final_masked.jpg,0.4086,40.86,Severe,18374,7507
Tomato___Late_blight,Late Blight,397a3ca2-cc7b-496e-af81-394270be3d61___GHLB2 Leaf 73.1_final_masked.jpg,0.4743,47.43,Severe,14278,6772
Tomato___Late_blight,Late Blight,3a3e6df4-6493-4be6-b652-2b02b4b02d33___GHLB2 Leaf 8921_final_masked.jpg,0.0576,5.76,Mild,6616,381
Tomato___Late_blight,Late Blight,3b34322e-e2ad-4023-bf76-f290fb2455a1___GHLB_PS Leaf 52 Day 18_final_masked.jpg,0.3567,35.67,Moderate,14981,5343
Tomato___Late_blight,Late Blight,3be006f1-7062-47da-a375-8fb7fedb77c0___RS_Late.B 6229_final_masked.jpg,0.0725,7.25,Mild,23600,1711
Tomato___Late_blight,Late Blight,3c813cf8-6949-4e1f-b812-3530e3ab5c8b___RS_Late.B 4828_final_masked.jpg,0.4556,45.56,Severe,25836,11771
Tomato___Late_blight,Late Blight,3de67462-9ae4-455d-8d0d-a625c92c7120___RS_Late.B 5148_final_masked.jpg,0.2659,26.59,Moderate,11046,2937
Tomato___Late_blight,Late Blight,3e1ddc38-64bb-4976-950d-7e228638d70e___GHLB2ES Leaf 65.1_final_masked.jpg,0.0625,6.25,Mild,22503,1406
Tomato___Late_blight,Late Blight,41474732-acc4-4262-931e-9b719abfb8c3___RS_Late.B 7048_final_masked.jpg,0.1882,18.82,Moderate,23930,4504
Tomato___Late_blight,Late Blight,4378c0ca-ff9f-48f4-8311-e716e89b1a99___RS_Late.B 5087_final_masked.jpg,0.7004,70.04,Severe,26506,18565
Tomato___Late_blight,Late Blight,439d092e-4a77-4feb-be22-2f830926f602___GHLB2ES Leaf 54_final_masked.jpg,0.1111,11.11,Mild,25544,2838
Tomato___Late_blight,Late Blight,43eb2436-bdba-4f67-8f51-d92c8f040690___GHLB2ES Leaf 141.1_final_masked.jpg,0.0969,9.69,Mild,28352,2746
Tomato___Late_blight,Late Blight,44133f33-9968-41b9-bf3b-61e94c8a6bfa___RS_Late.B 5076_final_masked.jpg,0.803,80.3,Severe,15630,12551
Tomato___Late_blight,Late Blight,46b29233-cfd6-47d0-99b5-504a4df17bbf___RS_Late.B 5350_final_masked.jpg,0.3847,38.47,Moderate,20296,7808
Tomato___Late_blight,Late Blight,4710d5cd-08f7-44ae-91c1-99204f1c135b___RS_Late.B 6132_final_masked.jpg,0.3268,32.68,Moderate,22613,7390
Tomato___Late_blight,Late Blight,47a38705-6d43-429c-b3f6-54c01f3b08e8___GHLB2 Leaf 8718_final_masked.jpg,0.048,4.8,Mild,12384,594
Tomato___Late_blight,Late Blight,4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,0.1351,13.51,Mild,19003,2568
Tomato___Late_blight,Late Blight,4de5d2c4-bed5-436a-95e2-bcf43a1723fd___GHLB2 Leaf 8727_final_masked.jpg,0.1769,17.69,Moderate,6274,1110
Tomato___Late_blight,Late Blight,4eecda06-df95-4222-b91f-b92111dd0b38___RS_Late.B 6070_final_masked.jpg,0.0229,2.29,Mild,16297,374
Tomato___Late_blight,Late Blight,506f24fb-92f4-4fe6-9d67-31e3ddd05fc0___GHLB2 Leaf 8819_final_masked.jpg,0.2724,27.24,Moderate,9066,2470
Tomato___Late_blight,Late Blight,50d87798-e696-4845-89d8-13de30ebbdcd___GHLB2 Leaf 8818_final_masked.jpg,0.2681,26.81,Moderate,11408,3058
Tomato___Late_blight,Late Blight,511ea2f2-d960-4cb2-9a0d-e049646a022e___RS_Late.B 5083_final_masked.jpg,0.7091,70.91,Severe,13426,9520
Tomato___Late_blight,Late Blight,517a9ea3-3465-4855-997e-dde30e566ab3___GHLB_PS Leaf 15 Day 7_final_masked.jpg,0.6893,68.93,Severe,19890,13710
Tomato___Late_blight,Late Blight,525e419d-7077-44be-87f1-aef32ef27a2e___GHLB2 Leaf 96_final_masked.jpg,0.3436,34.36,Moderate,17283,5938
Tomato___Late_blight,Late Blight,532b555e-ffd6-4864-abab-50cace76653d___GHLB2 Leaf 164.1_final_masked.jpg,0.0223,2.23,Mild,22040,491
Tomato___Late_blight,Late Blight,534dba84-d298-46bc-ac4a-c23e7c982ee4___RS_Late.B 4993_final_masked.jpg,0.5135,51.35,Severe,22074,11335
Tomato___Late_blight,Late Blight,5600518d-5a2d-4155-a53b-cad312d7fbb1___GHLB_PS Leaf 26 Day 13_final_masked.jpg,0.5451,54.51,Severe,16071,8761
Tomato___Late_blight,Late Blight,563dc24f-a75e-4bde-8667-135ba74541e6___RS_Late.B 5319_final_masked.jpg,0.5688,56.88,Severe,18216,10361
Tomato___Late_blight,Late Blight,58465768-148b-40c6-8534-e695e9c517d5___GHLB2 Leaf 95.1_final_masked.jpg,0.1949,19.49,Moderate,14995,2922
Tomato___Late_blight,Late Blight,58e44a1a-8c19-4a83-834e-c40474a2cd51___GHLB2 Leaf 55.1_final_masked.jpg,0.3085,30.85,Moderate,16953,5230
Tomato___Late_blight,Late Blight,59cf2a70-1658-4f1d-b35c-dfe02630a28a___GHLB2 Leaf 8938_final_masked.jpg,0.0357,3.57,Mild,7278,260
Tomato___Late_blight,Late Blight,5ced2ede-33df-44e7-8063-a27ad667cd1a___RS_Late.B 6721_final_masked.jpg,0.503,50.3,Severe,25565,12858
Tomato___Late_blight,Late Blight,5de6da85-f8c4-48c4-b463-3e6bd78884cc___GHLB_PS Leaf 24 Day 16_final_masked.jpg,0.1703,17.03,Moderate,11124,1894
Tomato___Late_blight,Late Blight,61009f0a-e08d-46fb-b03d-270d2323ceff___GHLB Leaf 23.1 Day 12_final_masked.jpg,0.7256,72.56,Severe,20937,15191
Tomato___Late_blight,Late Blight,6153ccd5-1c83-493f-a6a6-bf0ec0964aaf___GHLB2 Leaf 9105_final_masked.jpg,0.0476,4.76,Mild,13618,648
Tomato___Late_blight,Late Blight,64a054b2-4375-48ff-aca3-f823d64d831e___RS_Late.B 7123_final_masked.jpg,0.605,60.5,Severe,23440,14182
Tomato___Late_blight,Late Blight,69a7bc98-0c0d-4391-ad2f-2fa91a5d51ac___RS_Late.B 6986_final_masked.jpg,0.0867,8.67,Mild,31112,2698
Tomato___Late_blight,Late Blight,72138adb-455c-4ddf-939e-00811e3fb6dd___GHLB2 Leaf 8750_final_masked.jpg,0.0884,8.84,Mild,9366,828
Tomato___Late_blight,Late Blight,7525f169-671f-4ec6-95f2-5bb54b6fd14d___GHLB Leaf 2.4 Day 13_final_masked.jpg,0.7336,73.36,Severe,27828,20416
Tomato___Late_blight,Late Blight,757868c3-554d-4d29-bec3-fee3d8200c38___GHLB2 Leaf 9080_final_masked.jpg,0.0629,6.29,Mild,12888,811
Tomato___Late_blight,Late Blight,7a163b85-1356-4b3e-98f2-2d24b3a1adaf___RS_Late.B 6802_final_masked.jpg,0.5716,57.16,Severe,15529,8876
Tomato___Late_blight,Late Blight,7a72c715-f797-41d0-b8eb-7c02f9cd5086___GHLB Leaf 23.3 Day 12_final_masked.jpg,0.7661,76.61,Severe,26751,20493
Tomato___Late_blight,Late Blight,7eb30afe-7975-487a-8dd2-bf72634967a8___GHLB2ES Leaf 136.1_final_masked.jpg,0.0498,4.98,Mild,23160,1153
Tomato___Late_blight,Late Blight,7edf8e92-d212-46f4-843e-0c08bd263f73___GHLB2 Leaf 8944_final_masked.jpg,0.0821,8.21,Mild,4565,375
Tomato___Late_blight,Late Blight,80380588-3ae5-43e3-8acf-541b53e5d44b___RS_Late.B 6542_final_masked.jpg,0.0347,3.47,Mild,20659,716
Tomato___Late_blight,Late Blight,8080a99f-e35d-4a1f-b26e-e2df8cf79408___RS_Late.B 6183_final_masked.jpg,0.0881,8.81,Mild,32877,2897
Tomato___Late_blight,Late Blight,82e462d5-14fb-4530-a8b8-c844d1cc5f43___GHLB2 Leaf 8701_final_masked.jpg,0.5388,53.88,Severe,10531,5674
Tomato___Late_blight,Late Blight,86a83826-1cb7-458c-8999-91455fb9b4b0___GHLB2 Leaf 96.1_final_masked.jpg,0.3363,33.63,Moderate,21587,7260
Tomato___Late_blight,Late Blight,8bae80d9-576c-4930-8c75-f6df2be339de___RS_Late.B 4912_final_masked.jpg,0.6977,69.77,Severe,24028,16764
Tomato___Late_blight,Late Blight,8d611dca-11e1-4970-9806-599173ed158d___RS_Late.B 5181_final_masked.jpg,0.1116,11.16,Mild,11496,1283
Tomato___Late_blight,Late Blight,8fa2b785-6eba-47c3-aeb3-139ebe284185___RS_Late.B 4954_final_masked.jpg,0.3743,37.43,Moderate,16924,6334
Tomato___Late_blight,Late Blight,948bd29b-11cf-4100-8e94-bae0a34def22___RS_Late.B 6781_final_masked.jpg,0.3132,31.32,Moderate,28898,9050
Tomato___Late_blight,Late Blight,94b06669-5f80-4a76-9eae-8d34f6489f15___GHLB2 Leaf 8839_final_masked.jpg,0.0352,3.52,Mild,4607,162
Tomato___Late_blight,Late Blight,94cc1863-a527-4f26-9b08-2f3bc17ff93f___GHLB Leaf 23.3 Day 13_final_masked.jpg,0.8848,88.48,Severe,21890,19368
Tomato___Late_blight,Late Blight,97e49ab1-3159-4659-9954-518c94690a9e___RS_Late.B 5534_final_masked.jpg,0.6482,64.82,Severe,19791,12828
Tomato___Late_blight,Late Blight,98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13_final_masked.jpg,0.407,40.7,Severe,10606,4317
Tomato___Late_blight,Late Blight,98a95140-e62b-4234-b435-914d67d0afb1___RS_Late.B 6027_final_masked.jpg,0.077,7.7,Mild,24817,1911
Tomato___Late_blight,Late Blight,9d849fe1-407c-44dc-9f48-92fd23d0887d___GHLB2 Leaf 8624_final_masked.jpg,0.0302,3.02,Mild,8431,255
Tomato___Late_blight,Late Blight,9ed7a670-72d9-4bb7-adcb-6aeb2eecb5db___GHLB Leaf 23.5 Day 12_final_masked.jpg,0.6815,68.15,Severe,15544,10593
Tomato___Late_blight,Late Blight,a06cd325-69d3-476c-a515-7e836bb39f3a___RS_Late.B 7126_final_masked.jpg,0.5867,58.67,Severe,27630,16211
Tomato___Late_blight,Late Blight,a07a8ed5-dbed-4299-96ef-18bc1ffcab3b___GHLB2 Leaf 68_final_masked.jpg,0.7533,75.33,Severe,50176,37798
Tomato___Late_blight,Late Blight,a72398fc-23d1-4cb5-9331-d06fb7a13c7f___GHLB2 Leaf 8978_final_masked.jpg,0.1236,12.36,Mild,13402,1656
Tomato___Late_blight,Late Blight,a87b8e0c-2279-4cf7-85a4-0fba63130902___RS_Late.B 5323_final_masked.jpg,0.813,81.3,Severe,26679,21689
Tomato___Late_blight,Late Blight,a98fa7c9-5ed7-4232-8ea8-28cf75c7869e___RS_Late.B 6888_final_masked.jpg,0.7605,76.05,Severe,21163,16094
Tomato___Late_blight,Late Blight,abc618dc-e185-4866-a09c-6073404cac76___GHLB2 Leaf 153.1_final_masked.jpg,0.1048,10.48,Mild,18628,1952
Tomato___Late_blight,Late Blight,b0a1ada0-f496-46a3-827e-2d721dabee59___GHLB2 Leaf 9086_final_masked.jpg,0.0773,7.73,Mild,13394,1035
Tomato___Late_blight,Late Blight,b0e6fd13-ea0c-4e04-bdd3-70878b71f353___GHLB2 Leaf 106.1_final_masked.jpg,0.5012,50.12,Severe,21138,10594
Tomato___Late_blight,Late Blight,b2f89c9a-820c-4a8b-a6dd-bb0adab42757___GHLB_PS Leaf 44.1 Day 18_final_masked.jpg,0.154,15.4,Moderate,17118,2636
Tomato___Late_blight,Late Blight,b4a271bd-619a-4735-8fd5-28124c4f4508___GHLB2 Leaf 8949_final_masked.jpg,0.175,17.5,Moderate,5747,1006
Tomato___Late_blight,Late Blight,b4c4e221-ab02-4e57-a82c-5f2dfd431675___RS_Late.B 5029_final_masked.jpg,0.7641,76.41,Severe,23720,18125
Tomato___Late_blight,Late Blight,b96efa85-1d48-4a5e-9c80-4b1848182c93___RS_Late.B 6961_final_masked.jpg,0.0973,9.73,Mild,26214,2551
Tomato___Late_blight,Late Blight,b9caae93-beaf-4587-ac29-b6db2f912cc8___RS_Late.B 6068_final_masked.jpg,0.0192,1.92,Mild,15950,306
Tomato___Late_blight,Late Blight,bb29cc81-e986-4946-8267-a12f0b1b15de___RS_Late.B 5000_final_masked.jpg,0.6428,64.28,Severe,24240,15581
Tomato___Late_blight,Late Blight,bcd17890-dd3b-41c2-ab28-39ff0bb60610___RS_Late.B 5115_final_masked.jpg,0.6729,67.29,Severe,21309,14339
Tomato___Late_blight,Late Blight,bec2da2e-5c4d-4248-9518-92667847aa7c___GHLB2 Leaf 99.1_final_masked.jpg,0.0405,4.05,Mild,18195,736
Tomato___Late_blight,Late Blight,c0b62c7a-4b0c-43d6-80d9-d5c6eef43325___RS_Late.B 6114_final_masked.jpg,0.4546,45.46,Severe,22322,10148
Tomato___Late_blight,Late Blight,c1a8547c-0345-490b-840b-124dbf54fbd4___GHLB2 Leaf 8541_final_masked.jpg,0.3285,32.85,Moderate,23284,7648
Tomato___Late_blight,Late Blight,c68a177e-bd9d-4995-a8ab-9ef75bcef2fe___GHLB2 Leaf 8995_final_masked.jpg,0.1663,16.63,Moderate,6428,1069
Tomato___Late_blight,Late Blight,c782c37e-851e-4601-ab5a-65f627a7a099___RS_Late.B 4911_final_masked.jpg,0.525,52.5,Severe,19370,10170
Tomato___Late_blight,Late Blight,c9165329-532e-447d-b380-e4f15106ee15___RS_Late.B 6350_final_masked.jpg,0.0128,1.28,Mild,23516,302
Tomato___Late_blight,Late Blight,c92709f9-fb16-4c49-8651-8081edbc502d___GHLB2 Leaf 131.1_final_masked.jpg,0.0053,0.53,Mild,20476,108
Tomato___Late_blight,Late Blight,c9bcf015-b951-4176-bc2c-d8c067b64c66___RS_Late.B 5489_final_masked.jpg,0.8346,83.46,Severe,11992,10009
Tomato___Late_blight,Late Blight,cac3a565-799f-4b66-a575-5ad6ff356d37___GHLB_PS Leaf 2.3 Day 8_final_masked.jpg,0.8257,82.57,Severe,20880,17240
Tomato___Late_blight,Late Blight,cd97ced1-2870-4f00-b7c7-37b8903378b9___RS_Late.B 6926_final_masked.jpg,0.5417,54.17,Severe,32668,17696
Tomato___Late_blight,Late Blight,cdda8dae-ea06-49fd-bdc3-12852b4105b2___GHLB2 Leaf 8843_final_masked.jpg,0.0269,2.69,Mild,10337,278
Tomato___Late_blight,Late Blight,ceec7525-b67e-43fc-8967-77d57133afba___RS_Late.B 5586_final_masked.jpg,0.2808,28.08,Moderate,8921,2505
Tomato___Late_blight,Late Blight,d0811c38-0d61-4bd1-a9a3-49d990c0cfbc___GHLB2 Leaf 8931_final_masked.jpg,0.147,14.7,Mild,16852,2478
Tomato___Late_blight,Late Blight,d0d54368-8903-496b-9b2c-705a3d4cf8d6___RS_Late.B 5377_final_masked.jpg,0.8154,81.54,Severe,24237,19763
Tomato___Late_blight,Late Blight,d1f8e85b-aa57-460d-8ea2-90ceb345478c___GHLB Leaf 2.7 Day 12_final_masked.jpg,0.8253,82.53,Severe,26469,21845
Tomato___Late_blight,Late Blight,d2b12108-4222-4653-85f2-9d59c5929c1e___RS_Late.B 6360_final_masked.jpg,0.0049,0.49,Mild,22038,108
Tomato___Late_blight,Late Blight,d42db004-b176-449f-9290-061fb92738d2___RS_Late.B 7139_final_masked.jpg,0.4997,49.97,Severe,21000,10494
Tomato___Late_blight,Late Blight,d519ec29-c557-4ef7-b572-a954c6ec4187___GHLB2 Leaf 9007_final_masked.jpg,0.1976,19.76,Moderate,5525,1092
Tomato___Late_blight,Late Blight,d67013bf-2462-4626-a4fa-e352e7d3008b___GHLB2ES Leaf 139.1_final_masked.jpg,0.458,45.8,Severe,21069,9650
Tomato___Late_blight,Late Blight,d7fdf98a-cca7-441b-8014-ddeab2111617___RS_Late.B 6714_final_masked.jpg,0.4171,41.71,Severe,16668,6953
Tomato___Late_blight,Late Blight,d865620c-16b6-484b-a45b-71ebc126d53f___GHLB2 Leaf 8795_final_masked.jpg,0.4579,45.79,Severe,12805,5863
Tomato___Late_blight,Late Blight,da40dbcb-5ed7-428a-9c64-34c0b6ab7219___GHLB2 Leaf 9009_final_masked.jpg,0.3179,31.79,Moderate,7144,2271
Tomato___Late_blight,Late Blight,dd8724f0-f7ea-47de-8cbb-42c0fdd7f02a___RS_Late.B 5048_final_masked.jpg,0.5893,58.93,Severe,15192,8952
Tomato___Late_blight,Late Blight,de272472-c653-4102-beac-6813da817d21___GHLB2 Leaf 153.2_final_masked.jpg,0.0881,8.81,Mild,20073,1768
Tomato___Late_blight,Late Blight,df7a9adb-6294-4866-9f39-6fc3d7a8ffdf___RS_Late.B 4978_final_masked.jpg,0.5801,58.01,Severe,22139,12842
Tomato___Late_blight,Late Blight,e114b022-a00f-4055-9ff0-ae67c6722607___RS_Late.B 5024_final_masked.jpg,0.1316,13.16,Mild,19838,2611
Tomato___Late_blight,Late Blight,e1d00dcb-f2cb-41ca-8a45-a46c43e7c90e___GHLB2 Leaf 8697_final_masked.jpg,0.4653,46.53,Severe,13358,6215
Tomato___Late_blight,Late Blight,e2e89956-491c-42a0-9154-6b8ef41cd63b___GHLB2 Leaf 8689_final_masked.jpg,0.2695,26.95,Moderate,12488,3366
Tomato___Late_blight,Late Blight,e5d815b6-dd10-41a3-83e7-c25b6fd5d0c2___GHLB2 Leaf 9015_final_masked.jpg,0.3021,30.21,Moderate,13497,4078
Tomato___Late_blight,Late Blight,e6644ce4-5856-4627-b08d-36ac786afaa5___RS_Late.B 6856_final_masked.jpg,0.6585,65.85,Severe,18800,12379
Tomato___Late_blight,Late Blight,e798b45b-9267-4cc7-a459-808f9944fd49___RS_Late.B 5003_final_masked.jpg,0.7173,71.73,Severe,19459,13958
Tomato___Late_blight,Late Blight,ea16e464-19b9-47aa-a1a6-3c33c0cfd609___GHLB2 Leaf 153_final_masked.jpg,0.2386,23.86,Moderate,18769,4479
Tomato___Late_blight,Late Blight,eeea993c-d0eb-4f36-acf4-187e01dc6b72___RS_Late.B 6028_final_masked.jpg,0.1574,15.74,Moderate,19959,3142
Tomato___Late_blight,Late Blight,f1604e72-b6ee-4b8b-81fa-cf3acc501e17___GHLB2 Leaf 8752_final_masked.jpg,0.0717,7.17,Mild,9077,651
Tomato___Late_blight,Late Blight,f37f0878-31f2-402b-81c6-dd1af6e15899___RS_Late.B 5222_final_masked.jpg,0.201,20.1,Moderate,17010,3419
Tomato___Late_blight,Late Blight,f4ab4184-4d1b-4b06-83bd-6324281c8588___GHLB2 Leaf 8751_final_masked.jpg,0.0584,5.84,Mild,8716,509
Tomato___Late_blight,Late Blight,f582a1b2-636d-4a0e-a113-5dcfb5c2d7e8___GHLB2 Leaf 9098_final_masked.jpg,0.5723,57.23,Severe,11390,6519
Tomato___Late_blight,Late Blight,f972ee8f-5f07-49a0-974c-b919b0ad5b0b___RS_Late.B 4961_final_masked.jpg,0.5061,50.61,Severe,20603,10427
Tomato___Late_blight,Late Blight,fa4ec25a-250d-4eb3-ba0d-9d1c51eb3995___GHLB2 Leaf 8990_final_masked.jpg,0.1424,14.24,Mild,5309,756
Tomato___Late_blight,Late Blight,fb5dc387-cb1d-49bb-b81e-58d60705a2fd___GHLB_PS Leaf 1.3 Day 16_final_masked.jpg,0.5098,50.98,Severe,17120,8728
Tomato___Late_blight,Late Blight,fc0cec90-4a1e-4cdc-95cf-a34abc1dc8c9___GHLB2 Leaf 117.2_final_masked.jpg,0.0016,0.16,Mild,13999,23
Tomato___Late_blight,Late Blight,fcaf83f1-ddaa-4faf-a4aa-f657f5342474___RS_Late.B 6278_final_masked.jpg,0.0229,2.29,Mild,16572,379
Tomato___Late_blight,Late Blight,fcfe91fc-c578-4c6d-8fe4-b8ff4cfdb766___GHLB2 Leaf 75.1_final_masked.jpg,0.0518,5.18,Mild,24843,1287
Tomato___Late_blight,Late Blight,fee09bd4-a9e3-4174-bd89-4f9b6f911902___GHLB2 Leaf 123_final_masked.jpg,0.0099,0.99,Mild,22585,223
Tomato___Leaf_Mold,Leaf Mold,0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L.Mold 8729_final_masked.jpg,0.5847,58.47,Severe,15332,8965
Tomato___Leaf_Mold,Leaf Mold,036d12b0-1e97-4975-bd80-a8a3c48588e7___Crnl_L.Mold 6500_final_masked.jpg,0.5201,52.01,Severe,16703,8688
Tomato___Leaf_Mold,Leaf Mold,077218cb-00b9-4bdf-b091-108a42c7a601___Crnl_L.Mold 7118_final_masked.jpg,0.7454,74.54,Severe,14715,10968
Tomato___Leaf_Mold,Leaf Mold,0857ce1f-5347-493a-acd9-77b698950b45___Crnl_L.Mold 6748_final_masked.jpg,0.8801,88.01,Severe,15126,13312
Tomato___Leaf_Mold,Leaf Mold,097b050a-eaa4-4e4a-a30a-b72d1a4c0cc4___Crnl_L.Mold 8682_final_masked.jpg,0.6509,65.09,Severe,18149,11814
Tomato___Leaf_Mold,Leaf Mold,0de02a32-f166-4d67-bbb8-689e96d04c44___Crnl_L.Mold 8811_final_masked.jpg,0.6046,60.46,Severe,17456,10554
Tomato___Leaf_Mold,Leaf Mold,10e1a86f-0355-4534-aed8-08c6f01548d4___Crnl_L.Mold 7018_final_masked.jpg,0.8363,83.63,Severe,13962,11677
Tomato___Leaf_Mold,Leaf Mold,1146e92b-d6b2-4a19-ac54-32141d680f41___Crnl_L.Mold 6725_final_masked.jpg,0.811,81.1,Severe,12747,10338
Tomato___Leaf_Mold,Leaf Mold,119fca56-2a51-4c1f-9ba3-85977da1fd3b___Crnl_L.Mold 6898_final_masked.jpg,0.6182,61.82,Severe,15784,9758
Tomato___Leaf_Mold,Leaf Mold,12319ec3-c990-4c68-8683-244f1f220c09___Crnl_L.Mold 9146_final_masked.jpg,0.557,55.7,Severe,28922,16110
Tomato___Leaf_Mold,Leaf Mold,150f6844-796d-4960-b42b-629f25806bfb___Crnl_L.Mold 7096_final_masked.jpg,0.8838,88.38,Severe,13131,11605
Tomato___Leaf_Mold,Leaf Mold,15b7a74c-2c9d-41e5-bcc6-799471cd8e43___Crnl_L.Mold 6616_final_masked.jpg,0.8991,89.91,Severe,17666,15883
Tomato___Leaf_Mold,Leaf Mold,167ce5ce-ef32-4544-a7aa-d05d315ef61a___Crnl_L.Mold 9113_final_masked.jpg,0.3478,34.78,Moderate,19421,6754
Tomato___Leaf_Mold,Leaf Mold,1f5c3b37-5590-4db7-a702-0cd93db0c929___Crnl_L.Mold 6930_final_masked.jpg,0.7813,78.13,Severe,15159,11844
Tomato___Leaf_Mold,Leaf Mold,206234e4-72f0-4543-8945-a697ceffe3c9___Crnl_L.Mold 6795_final_masked.jpg,0.7651,76.51,Severe,14324,10959
Tomato___Leaf_Mold,Leaf Mold,20e63ca2-e070-422c-9839-9cac224719e5___Crnl_L.Mold 8650_final_masked.jpg,0.7621,76.21,Severe,19494,14857
Tomato___Leaf_Mold,Leaf Mold,24b03bfc-3491-490d-9178-61c6c56c4b56___Crnl_L.Mold 9018_final_masked.jpg,0.2206,22.06,Moderate,33099,7300
Tomato___Leaf_Mold,Leaf Mold,269f3e0a-4d4f-4598-b19d-9f5428342464___Crnl_L.Mold 8745_final_masked.jpg,0.3944,39.44,Moderate,11316,4463
Tomato___Leaf_Mold,Leaf Mold,2a27ed39-5f6c-490e-8dae-8b1df4683dbc___Crnl_L.Mold 9099_final_masked.jpg,0.0742,7.42,Mild,34947,2594
Tomato___Leaf_Mold,Leaf Mold,2aa4f976-9ac1-496d-9b58-0ec03e4bbad8___Crnl_L.Mold 7067_final_masked.jpg,0.8595,85.95,Severe,11552,9929
Tomato___Leaf_Mold,Leaf Mold,35a6c962-8f94-4c23-97e3-726b1dcf7170___Crnl_L.Mold 8874_final_masked.jpg,0.6051,60.51,Severe,14611,8841
Tomato___Leaf_Mold,Leaf Mold,4152fc15-f9d5-4928-b177-b993db007110___Crnl_L.Mold 8876_final_masked.jpg,0.7581,75.81,Severe,24042,18227
Tomato___Leaf_Mold,Leaf Mold,4163864b-4d3b-4b6e-8174-e26b4dfc0a86___Crnl_L.Mold 8943_final_masked.jpg,0.8658,86.58,Severe,23687,20509
Tomato___Leaf_Mold,Leaf Mold,4176b39b-a3b7-4611-b05b-b4020269bae3___Crnl_L.Mold 7115_final_masked.jpg,0.8194,81.94,Severe,14775,12106
Tomato___Leaf_Mold,Leaf Mold,45b77cd0-ca48-4fa8-9efe-a13e80419eff___Crnl_L.Mold 6699_final_masked.jpg,0.9146,91.46,Severe,11901,10885
Tomato___Leaf_Mold,Leaf Mold,462317c2-9028-473b-9dc6-523eb348e47b___Crnl_L.Mold 6875_final_masked.jpg,0.6973,69.73,Severe,10778,7515
Tomato___Leaf_Mold,Leaf Mold,4721ba47-ec00-4557-bca6-ba454ddcb9a9___Crnl_L.Mold 6722_final_masked.jpg,0.835,83.5,Severe,11163,9321
Tomato___Leaf_Mold,Leaf Mold,48f87aed-cace-4b4f-bc57-1b6b2a6c1e9b___Crnl_L.Mold 6810_final_masked.jpg,0.717,71.7,Severe,16427,11778
Tomato___Leaf_Mold,Leaf Mold,4babadaf-7d3f-4cc8-8179-05d86893dd97___Crnl_L.Mold 9096_final_masked.jpg,0.1509,15.09,Moderate,38183,5761
Tomato___Leaf_Mold,Leaf Mold,4c7e93da-6c5a-4423-89f3-db15242fd53a___Crnl_L.Mold 8703_final_masked.jpg,0.7419,74.19,Severe,15877,11779
Tomato___Leaf_Mold,Leaf Mold,4df098c3-c7c0-4f37-b3c4-e3d354e1296a___Crnl_L.Mold 8958_final_masked.jpg,0.8593,85.93,Severe,25006,21488
Tomato___Leaf_Mold,Leaf Mold,4e9a0ebe-9df2-4fc6-ad17-3a2e3abdd55c___Crnl_L.Mold 7071_final_masked.jpg,0.922,92.2,Severe,12347,11384
Tomato___Leaf_Mold,Leaf Mold,4ff6a1de-00e2-401b-b6c2-e523289a9228___Crnl_L.Mold 6715_final_masked.jpg,0.3361,33.61,Moderate,20269,6813
Tomato___Leaf_Mold,Leaf Mold,53853659-7886-4d19-87a0-65318154b8e2___Crnl_L.Mold 8865_final_masked.jpg,0.4661,46.61,Severe,15006,6994
Tomato___Leaf_Mold,Leaf Mold,5461b103-1d68-4a3c-a083-cd31a3718d2e___Crnl_L.Mold 6890_final_masked.jpg,0.6153,61.53,Severe,18353,11293
Tomato___Leaf_Mold,Leaf Mold,546f348a-359a-4cff-8cdd-c87ecb1cec95___Crnl_L.Mold 6873_final_masked.jpg,0.8966,89.66,Severe,17215,15435
Tomato___Leaf_Mold,Leaf Mold,55495e8f-9873-4dda-a02e-32736fed032a___Crnl_L.Mold 6499_final_masked.jpg,0.615,61.5,Severe,16775,10317
Tomato___Leaf_Mold,Leaf Mold,59be5fe5-77f9-4538-a3c9-8c3be20f662d___Crnl_L.Mold 8938_final_masked.jpg,0.6664,66.64,Severe,26814,17868
Tomato___Leaf_Mold,Leaf Mold,59dec63f-ae7e-4a24-abd1-3a58f176cf84___Crnl_L.Mold 6604_final_masked.jpg,0.9077,90.77,Severe,12727,11552
Tomato___Leaf_Mold,Leaf Mold,5c8c542d-0f80-46c8-92f9-65e6d6554c37___Crnl_L.Mold 8628_final_masked.jpg,0.7502,75.02,Severe,18897,14176
Tomato___Leaf_Mold,Leaf Mold,5f3285ca-687c-4466-8581-93eb7d8a6af5___Crnl_L.Mold 6686_final_masked.jpg,0.845,84.5,Severe,12912,10911
Tomato___Leaf_Mold,Leaf Mold,60f7b149-4286-4101-a156-9bf5551261d7___Crnl_L.Mold 7137_final_masked.jpg,0.5177,51.77,Severe,8264,4278
